table_name,column_name,column_type,key_type
abandoned_checkout,email,string,
abandoned_checkout,id,long,PRIMARY KEY
abandoned_checkout,landing_site,string,
abandoned_checkout,name,string,
abandoned_checkout,note,string,
abandoned_checkout,phone,string,
abandoned_checkout,presentment_currency,string,
abandoned_checkout,referring_site,string,
abandoned_checkout,shipping_address_address1,string,
abandoned_checkout,shipping_address_address2,string,
abandoned_checkout,shipping_address_city,string,
abandoned_checkout,shipping_address_company,string,
abandoned_checkout,shipping_address_country,string,
abandoned_checkout,shipping_address_country_code,string,
abandoned_checkout,shipping_address_default,boolean,
abandoned_checkout,shipping_address_first_name,string,
abandoned_checkout,shipping_address_id,string,
abandoned_checkout,shipping_address_last_name,string,
abandoned_checkout,shipping_address_latitude,double,
abandoned_checkout,shipping_address_longitude,double,
abandoned_checkout,shipping_address_name,string,
abandoned_checkout,shipping_address_phone,string,
abandoned_checkout,shipping_address_province,string,
abandoned_checkout,shipping_address_province_code,string,
abandoned_checkout,shipping_address_zip,string,
abandoned_checkout,source,string,
abandoned_checkout,source_identifier,string,
abandoned_checkout,source_name,string,
abandoned_checkout,source_url,string,
abandoned_checkout,subtotal_price,double,
abandoned_checkout,subtotal_price_set_presentment_money_amount,double,
abandoned_checkout,subtotal_price_set_presentment_money_currency_code,string,
abandoned_checkout,subtotal_price_set_shop_money_amount,double,
abandoned_checkout,subtotal_price_set_shop_money_currency_code,string,
abandoned_checkout,taxes_included,boolean,
abandoned_checkout,total_discount_set_presentment_money_amount,double,
abandoned_checkout,total_discount_set_presentment_money_currency_code,string,
abandoned_checkout,total_discount_set_shop_money_amount,double,
abandoned_checkout,total_discount_set_shop_money_currency_code,string,
abandoned_checkout,total_discounts,double,
abandoned_checkout,total_duties,double,
abandoned_checkout,total_duties_set_presentment_money_amount,double,
abandoned_checkout,total_duties_set_presentment_money_currency_code,string,
abandoned_checkout,total_duties_set_shop_money_amount,double,
abandoned_checkout,total_duties_set_shop_money_currency_code,string,
abandoned_checkout,total_line_items_price,double,
abandoned_checkout,total_line_items_price_set_presentment_money_amount,double,
abandoned_checkout,total_line_items_price_set_presentment_money_currency_code,string,
abandoned_checkout,total_line_items_price_set_shop_money_amount,double,
abandoned_checkout,total_line_items_price_set_shop_money_currency_code,string,
abandoned_checkout,total_price,double,
abandoned_checkout,total_price_set_presentment_money_amount,double,
abandoned_checkout,total_price_set_presentment_money_currency_code,string,
abandoned_checkout,total_price_set_shop_money_amount,double,
abandoned_checkout,total_price_set_shop_money_currency_code,string,
abandoned_checkout,total_tax,double,
abandoned_checkout,total_tax_set_presentment_money_amount,double,
abandoned_checkout,total_tax_set_presentment_money_currency_code,string,
abandoned_checkout,total_tax_set_shop_money_amount,double,
abandoned_checkout,total_tax_set_shop_money_currency_code,string,
abandoned_checkout,total_weight,long,
abandoned_checkout,updated_at,date,
abandoned_checkout,user_id,long,
abandoned_checkout_line,checkout_id,long,
abandoned_checkout_line,compare_at_price,double,
abandoned_checkout_line,compare_at_price_range_max_variant_compare_at_price_amount,double,
abandoned_checkout_line,compare_at_price_range_max_variant_compare_at_price_currency_code,string,
abandoned_checkout_line,compare_at_price_range_min_variant_compare_at_price_amount,double,
abandoned_checkout_line,compare_at_price_range_min_variant_compare_at_price_currency_code,string,
abandoned_checkout_line,discounted_total_price_set_presentment_money_amount,double,
abandoned_checkout_line,discounted_total_price_set_presentment_money_currency_code,string,
abandoned_checkout_line,discounted_total_price_set_shop_money_amount,double,
abandoned_checkout_line,discounted_total_price_set_shop_money_currency_code,string,
abandoned_checkout_line,gift_card,boolean,
abandoned_checkout_line,id,string,PRIMARY KEY
abandoned_checkout_line,line_price,double,
abandoned_checkout_line,original_total_price_set_presentment_money_amount,double,
abandoned_checkout_line,original_total_price_set_presentment_money_currency_code,string,
abandoned_checkout_line,original_total_price_set_shop_money_amount,double,
abandoned_checkout_line,original_total_price_set_shop_money_currency_code,string,
abandoned_checkout_line,original_unit_price_set_presentment_money_amount,double,
abandoned_checkout_line,original_unit_price_set_presentment_money_currency_code,string,
abandoned_checkout_line,original_unit_price_set_shop_money_amount,double,
abandoned_checkout_line,original_unit_price_set_shop_money_currency_code,string,
abandoned_checkout_line,presentment_title,string,
abandoned_checkout_line,price,double,
abandoned_checkout_line,product_id,long,FOREIGN KEY
abandoned_checkout_line,product_is_gift_card,boolean,
abandoned_checkout_line,product_title,string,
abandoned_checkout_line,product_type,string,
abandoned_checkout_line,quantity,int,
abandoned_checkout_line,sku,string,
abandoned_checkout_line,title,string,
abandoned_checkout_line,variant_id,long,
abandoned_checkout_line,variant_title,string,
collection,body_html,string,
collection,disjunctive,boolean,
collection,handle,string,
collection,id,long,PRIMARY KEY
collection,published_at,date,
collection,published_scope,string,
collection,sort_order,string,
collection,template_suffix,string,
collection,title,string,
collection,type,string,
collection,updated_at,date,
collection_product,collection_id,long,FOREIGN KEY
collection_product,product_id,long,FOREIGN KEY
country,code,string,
country,id,long,PRIMARY KEY
country,name,string,
country,tax,double,
country_provinces,code,string,
country_provinces,country_id,long,FOREIGN KEY
country_provinces,id,long,PRIMARY KEY
country_provinces,index,int,
country_provinces,name,string,
country_provinces,tax,double,
country_provinces,tax_name,string,
country_provinces,tax_percentage,double,
country_provinces,tax_type,string,
customer,accepts_marketing,boolean,
customer,accepts_marketing_updated_at,date,
customer,created_at,date,
customer,currency,string,
customer,email,string,
customer,email_marketing_consent_opt_in_level,string,
