table_name,column_name,column_type,key_type
abandoned_checkout,buyer_accepts_marketing,boolean,
abandoned_checkout,cart_token,string,
abandoned_checkout,closed_at,date,
abandoned_checkout,completed_at,date,
abandoned_checkout,created_at,date,
abandoned_checkout,currency,string,
abandoned_checkout,customer_accepts_marketing,boolean,
abandoned_checkout,customer_email,string,
abandoned_checkout,customer_email_marketing_consent_marketing_opt_in_level,string,
abandoned_checkout,customer_email_marketing_consent_marketing_state,string,
abandoned_checkout,customer_email_marketing_consent_updated_at,date,
abandoned_checkout,customer_first_name,string,
abandoned_checkout,customer_id,long,FOREIGN KEY
abandoned_checkout,customer_last_name,string,
abandoned_checkout,customer_locale,string,
abandoned_checkout,device_id,string,
abandoned_checkout,discount_codes,string,
